url	title	view_count	video_count	thumbnail_video_id
http://matome.naver.jp/odai/2132876130063084301	『邦楽ロックバンド 解散ライブの動画』まとめ - NAVER まとめ	32	7	84xQbkm5ijA
http://blog.livedoor.jp/kinisoku/archives/3401781.html	【動画大量】UKロックのおすすめバンド貼って行こうぜ！！！：キニ速	32	78	jkaMiaRLgvY
http://onsoku.info/archives/51585586.html	 邦楽ロックバンドNo.1決定戦:おんそく！跡地	45	27	Wxbid_n4T_o
http://matome.naver.jp/odai/2132589790727181601	マジ泣きNujabes超名曲まとめ25 - NAVER まとめ	17	24	dZI6LAceH_0
http://blog.livedoor.jp/chihhylove/archives/7173110.html	ミュージック・ビデオ・アワードの受賞PVを貼っていくスレ【動画】 : あじゃじゃしたー	29	46	PlAAJnj5kEQ
http://blog.livedoor.jp/music_war/archives/1115640.html	2000年代デビュー組で一番音楽性が高い海外のバンドは?：路地裏音楽戦争	25	29	hyyo7-D8f5M
http://matome.naver.jp/odai/2133424304053617401	次は国立！？ライブ前に覚えたい！ももいろクローバーＺ・コールmixまとめ - NAVER まとめ	42	26	_rihbvLO8Dw
http://alfalfalfa.com/archives/5991437.html	【動画あり】特殊部隊の「スペツナズ」の訓練がガチでコエエエエｗｗｗ	5	4	M553AmdYqhg
http://blog.livedoor.jp/darkm/archives/51310397.html	最近の邦楽ロック注目株教えてたもれ : はれぞう	48	67	4Yo87XkRzoQ
http://www.youtube.com/watch?v=YYPD-9T1Jrs	RADIOHEAD PARANOID ANDROID - END FUJI ROCK FESTIVAL 2012 - YouTube	12	24	cXR9TD78wUo
http://matome.naver.jp/odai/2133307196995620301	AKB48 シングルPV まとめ - NAVER まとめ	134	27	SwXtaahxjls
http://www.youtube.com/results?search_query=yuki&oq=yuki&gs_l=youtube.3..0l6j0i4l4.4495.5000.0.5512.4.4.0.0.0.0.159.352.3j1.4.0...0.0...1ac.1.0jQxPTYg_G4	yuki - YouTube	4	22	U4xEiqiiJPw
http://ameblo.jp/so-guimauve/	guimauve	3	12	vglxk3JbHnQ
http://blog.livedoor.jp/darkm/archives/51455599.html	クラブ・ＤＪ・テクノ・ハウス音楽貼ってけ@youtube : はれぞう	21	139	oKaBpXKx8JE
http://www.youtube.com/watch?v=1wwilCs4Jqg	Sarah Brightman &amp; Hot Gossip - I Lost My Heart To A Starship - YouTube	4	26	bTFCwKvlKZo
http://www.youtube.com/watch?v=F1lEYyFILJw&feature=g-vrec	YUKI LIVE &quot;ティンカーベル Tinkerbell&quot; at Yokohama Arena 2011 - YouTube	12	24	JrjZquJsBow
http://www.youtube.com/watch?v=61Rx1F_FEdQ&feature=related	パワー・イン・ザ・ワールド - YouTube	14	24	Dz2ejlFpg0U
http://matome.naver.jp/odai/2133841695785197201	【クラブ】エレクトロ・ハウス抑えておきたい世界のDJ 5人【流行中】 - NAVER まとめ	19	10	jUe8uoKdHao
http://www.youtube.com/watch?v=LjPUqs-TQM8	THE BACK HORN - シリウス・コバルトブルー・戦う君よ - YouTube	4	25	BPxvOpD6iD8
http://www.youtube.com/watch?v=LjPUqs-TQM8&feature=g-vrec	THE BACK HORN - シリウス・コバルトブルー・戦う君よ - YouTube	3	25	UxFOab3O2js
http://matome.naver.jp/odai/2129044394069962401	クラブミュージック定番年表 1972年-2013年 196曲 - NAVER まとめ	41	191	NLrAFIO-DIY
http://www.youtube.com/watch?v=7EuRRy0dieY&feature=g-vrec	〜夕焼け目撃者〜 - YouTube	4	24	IRPk9zsmHJc
http://blog.livedoor.jp/darkm/archives/51450576.html	おいジャズ聴こうぜジャズ : はれぞう	14	106	xn91jIyJ7mc
http://blog.livedoor.jp/darkm/archives/51211517.html	おすすめのアンビエント系音楽おしえてくれ : はれぞう	23	62	6Oj8PzxB044
http://kari2mofu2.com/archives/1761818.html	洋楽ロックの知識が2000年代前半で止まってる俺に最近の流行りを教え : カリモフ	3	24	FfnIBnz2_zw
http://www.youtube.com/results?search_query=%E3%82%AF%E3%83%A9%E3%83%A0%E3%83%9C%E3%83%B3&oq=%E3%81%8F%E3%82%89%E3%82%80&gs_l=youtube.1.0.0i4l10.3349.4331.0.6459.6.6.0.0.0.0.180.737.3j3.6.0...0.0...1ac.1j4.ZloxDXj6JHo	クラムボン - YouTube	3	20	Hb1-4_CnqWk
http://www.youtube.com/results?search_query=lite+live&oq=lite&gs_l=youtube.1.1.0l10.1348.1846.0.4432.4.4.0.0.0.0.71.248.4.4.0...0.0...1ac.1.CT8wJFPooKg	lite live - YouTube	3	23	pC5KtiMYIlk
http://www.youtube.com/watch?v=NtjVAocVTbw&feature=g-vrec	**ティーンカーベル - YouTube	3	24	NtjVAocVTbw
http://matome.naver.jp/odai/2130490747300201101	ももいろクローバーZの歴史 - NAVER まとめ	26	57	ACW0YGhCQPs
http://vippers.jp/archives/6669955.html	お前らが最高だと思うピアノ曲を一曲だけ貼って寝ろ｜VIPPER速報	3	19	9gSOzHa5im8
http://blog.livedoor.jp/darkm/archives/51105628.html	洋楽の若手のバンドでお勧め教えて : はれぞう	3	25	pdbrQYER1fI
http://matome.naver.jp/odai/2124513181247702280	すごい動画 - NAVER まとめ	18	235	1cOxlhpoHAg
http://blog.livedoor.jp/darkm/archives/51456198.html	民族楽器を使ったカッコイイ曲を教えてください！ : はれぞう	19	103	nnlBkq11rKw
http://music2chnews.blog123.fc2.com/blog-entry-47.html	最近の若手インディーバンドが才能あふれまくりんぐな件について  旧・路地裏音楽戦争	3	43	P1v3GWgfA-w
http://rao7.com/article/47178507.html		3	2	U4a5zJy0VVY
http://underworld2ch.blog29.fc2.com/blog-entry-912.html	【動画あり】邦楽のいいバンド教えてくれ | アンダーワールド	3	62	zESZpNmkXTU
http://matome.naver.jp/odai/2132637813732936301?&page=3	ロックンロール！な動画★ - NAVER まとめ	3	71	nTC5J1549Rw
http://matome.naver.jp/odai/2134166590686410901	【BGM】心地よい睡眠を誘う音楽【youtube】 - NAVER まとめ	18	11	OGlHUqYkWgo
http://matome.naver.jp/odai/2132874002662633801	【1バンド×1代表曲】90年代オルタナティヴ・ロックまとめ - NAVER まとめ	16	48	RIIEbrMXs20
http://www.youtube.com/user/playyouhousejp/videos?view=0	Goose house チャンネル - YouTube	16	30	C_Srcfj7qHA
http://matome.naver.jp/odai/2133658080637257901	AKB48／SKE48／NMB48 動画まとめ - NAVER まとめ	14	55	n9hNT5ezcnc
http://plusblog.jp/6158/	これだけは見ておきたいアニメを使った神PVベスト10 | ぷらすぶろぐ	3	15	A4N_zbegHro
http://blog.livedoor.jp/darkm/archives/51337688.html	お前らのオススメ曲教えてくれ (エレクトロ テクノ ハウス) : はれぞう	21	65	w7nNF0FJ3-I
http://matome.naver.jp/odai/2128971935952602601	佐々木希 ☆セクシー☆【高画質】動画 まとめ - NAVER まとめ	3	10	s6x8BpDcIW4
http://blog.livedoor.jp/darkm/archives/51456687.html	爽やかでノレるクラブミュージックを貼ろう : はれぞう	5	36	GJ_A2DY4Sls
http://www.youtube.com/watch?v=H38BEJ4a5K0&feature=g-all-u	Havana Man - YouTube	3	23	alDP12wEE5c
http://www.youtube.com/watch?v=zC_UG70N7KA	サラバ、愛しき悲しみたちよ【TVsize】 - YouTube	3	24	sLspaD8Zq10
http://vipsister23.com/archives/5680360.html	ケルト音楽とかアイルランド音楽っぽい曲教えやがれください : 妹はVIPPER	3	38	p_3PflV0zqg
http://matome.naver.jp/odai/2133121864925792101	【ハイスタ･AIRJAM復活】厳選90年代活躍したメロコア・スカ・ミクスチャー日本・海外40バンド - NAVER まとめ	22	40	QhL3ygtouyU
http://matome.naver.jp/odai/2134587206473668101	ベースが神なバンドまとめ - NAVER まとめ	3	20	qhPOppyR7dk
http://blog.livedoor.jp/darkm/archives/51450986.html	民族っぽい、壮大な曲が好きなんだけど、オススメの歌手とか曲教えて : はれぞう	32	111	IJiHDmyhE1A
http://matome.naver.jp/odai/2134865839724961701	【動画】J-POPランキング-1998年　まとめ【邦楽】 - NAVER まとめ	3	14	dHELmKWyIeU
http://www.youtube.com/user/playyouhousejp/videos?sort=p&flow=grid&view=0&page=6	Goose house チャンネル - YouTube	3	30	EkT7tnpipPM
http://www.minp-matome.jp/pub/9812742D-88B1-421E-83FD-45A6B971E22E	【ステーシーズ】少女・屍・音楽－モーニング娘。/筋肉少女帯 | minp!［音楽情報のまとめサイト］	11	8	UNKIkS20QOo
http://www.youtube.com/results?search_query=yapc+asia&oq=yapc+asia&gs_l=youtube.3..35i39j0.1880.3572.0.3756.9.9.0.0.0.0.126.629.8j1.9.0...0.0...1ac.1.Z8HzyfV30o8	yapc asia - YouTube	3	23	4a2k5Mblkks
http://www.youtube.com/	YouTube	13	28	FaBInVu-vgk
http://www.youtube.com/videos?feature=mh	YouTube で人気 - 日本 - YouTube	3	34	zO4lf8fktOE
http://www.youtube.com/user/playyouhousejp/videos?sort=p&flow=grid&view=0&page=9	Goose house チャンネル - YouTube	11	29	_CddRkYpKtI
http://www.minp-matome.jp/pub/1672C187-91AA-42C1-936C-CD4FA16636BC	【必見!!】今、注目すべき若手アーティスト特集 | minp!［音楽情報のまとめサイト］	4	2	bxswD4_RrVA
http://www.youtube.com/watch?v=gZJxqEA3Jp0	東京少年　プレゼント - YouTube	3	23	eJYNymlg0d0
http://blog.livedoor.jp/darkm/archives/51457843.html	【夜の】ジャズ聴こうぜ、ジャズ【音楽スレ】 : はれぞう	3	79	E7NMYVeV4p0
http://matome.naver.jp/odai/2133596327777856401	【作業BGM】本気で作業したい人のために（随時追加） - NAVER まとめ	3	18	hLkmxsz_eJw
http://www.youtube.com/watch?v=DOzlD21BBs8&feature=g-all-u	無印良品「壁に付けられる家具・箱」（音声なし） - YouTube	3	23	__video_id__
http://vipsister23.com/archives/6014380.html	民族楽器を使ったカッコイイ曲を教えてください！ : 妹はVIPPER	4	64	tHTb-AZZSM0
http://matome.naver.jp/odai/2135123145295519701	この映像、誰がつくったの？今注目の映像作家／映像ディレクター - NAVER まとめ	3	11	hG8yj2qGpCg
http://underworld2ch.blog29.fc2.com/blog-entry-2264.html	【動画】ふわふわポップな女性ボーカルの曲が聴きたいお | アンダーワールド	15	45	R2qnzT1vMHM
http://www.youtube.com/watch?v=IiqfKF9BlcI	サカナクション / ネイティブダンサー - YouTube	3	24	1H14XFS1zVo
http://matome.naver.jp/odai/2129963400343123701	【Vocaloid】初音ミク殿堂入り曲動画まとめ【大集合】 - NAVER まとめ	3	11	hC8KrIY8qT4
http://matome.naver.jp/odai/2135034939998395301	これは聞いておきたい♪　定番ボーカロイド曲ランキング【VOCALOID】PV動画 - NAVER まとめ	3	22	YyB4gLFF-Xw
http://www.youtube.com/user/3miraclegirls?feature=watch	YUKI LIVE ! - YouTube	3	21	kwj7UrIttHo
http://www.youtube.com/watch?feature=player_embedded&v=YiW0z3X0aio	YUKI LIVE &quot;朝が来る&quot;　2010 Orchard Hall - YouTube	4	24	q7LQmbEYb8A
http://www.youtube.com/user/Perfume/videos?view=0	Perfume Official Channel - YouTube	3	30	XeWxFDlufNo
http://blog.livedoor.jp/chihhylove/archives/4170960.html	美しいメロディすぎて死にたくなる曲おしえて : あじゃじゃしたー	22	88	gbH7MDnEl0A
http://www.minp-matome.jp/pub/04052877-90E9-45F3-85F2-F251AF4AD995	Chop Stick様をまとめてみた | minp!［音楽情報のまとめサイト］	4	3	-XycaBdGqB0
http://www.youtube.com/watch?v=Mczng2r-p48	Taio Cruz  Dynamite - YouTube	3	23	__playlist_video_id__
http://www.youtube.com/watch?v=8Ilh1ewceco	Jewel - Intuition (Official Video) - YouTube	4	29	XYLOAay_2MQ
http://www.youtube.com/watch?v=JhpZfltbnAQ	Des&#39;ree - You Gotta Be - YouTube	3	26	7mI2fCQunDQ
http://blog.livedoor.jp/darkm/archives/51439560.html	ピコピコ系の音楽教えてください！ : はれぞう	6	44	RvFNU_vN5JI
http://matome.naver.jp/odai/2134262194247296101	中田ヤスタカ　および　capsuleが手掛けた曲　CM集 - NAVER まとめ	3	25	oFAJ2VW-8ss
http://matome.naver.jp/odai/2133574492058866701	【神Mix】中田ヤスタカが手がけたPerfume以外の楽曲おすすめベスト10 - NAVER まとめ	3	7	o8QyAt6LF4E
http://matome.naver.jp/odai/2134716785988077801	【DJに使えるハロプロ関連楽曲まとめ】中田ヤスタカだけじゃない！クラブウケの良いアイドルソングまとめ - NAVER まとめ	3	25	kZYpUZ1IUlk
http://matome.naver.jp/odai/2133764137424201701	【神Mix2】中田ヤスタカの楽曲おすすめベスト10 Part2 - NAVER まとめ	3	10	X9wc9992q_g
http://blog.livedoor.jp/darkm/archives/51458890.html	休日だしアシッドジャズ聞こうぜ : はれぞう	6	31	CVy5yOs0NSA
http://www.youtube.com/watch?v=6HHiX4ZMCCA&feature=g-user-u	YUKI LIVE &quot;鳴いてる怪獣&quot; 2011 Yokohama - YouTube	3	23	sBzKJ_YfqIQ
http://www.youtube.com/watch?v=3DITiuesaBY&feature=g-vrec	YUKI** 星屑サンセット - YouTube	18	24	NtjVAocVTbw
http://geon.livedoor.biz/archives/18633851.html	げーおん！ : ゲームBGM史上最高の曲は	4	17	8z0rFQRuivk
http://matome.naver.jp/odai/2135225150909267301	2012年はこいつらがキテる！新人の洋楽ロックバンド - NAVER まとめ	29	8	MIrbAOTTEvk
http://matome.naver.jp/odai/2125420600940021994	おすすめのUKロックまとめ - NAVER まとめ	33	41	W5e25atMCLY
http://vippers.jp/archives/6195253.html	UKロックのおすすめバンド貼って行こうぜ！！！｜VIPPER速報	3	125	TzE1PRioV_Y
http://katuru2ch.blog12.fc2.com/blog-entry-3073.html	イカしたUKロックバンドのおすすめ貼っていこうぜ！！！ - 勝つる2chまとめブログ	3	66	WXYiDw6QJRI
http://skb48.meblog.biz/	SKE48	19	10	Y2UHTinOsz0
http://www.youtube.com/watch?v=Tdz8oEWDU-8	YUKI LIVE &quot;２人のストーリー&quot; 2010 東京国際フォーラム - YouTube	4	24	Ou73hJN8nMg
http://www.youtube.com/user/playyouhousejp	Goose house チャンネル - YouTube	5	35	s6CLngcj6Z8
http://www.youtube.com/watch?v=cukrZRzXiFE&feature=g-all-u	貪婪致金融海嘯　反全球化壓榨窮人 - YouTube	3	23	6RaiDUjRtF8
http://blog.livedoor.jp/darkm/archives/51453321.html	オルタナティブロックでオススメのバンド教えろください : はれぞう	4	54	mS1Ckczz0LQ
http://blog.livedoor.jp/darkm/archives/51458011.html	思いっきりエモい曲を教えてくれ : はれぞう	18	26	7gkPRsk5cPo
http://blog.livedoor.jp/darkm/archives/51460936.html	ジョジョのＥＤ聴いてプログレに興味持った奴来いよ : はれぞう	4	93	iQru7oCdYXA
http://www.youtube.com/user/yukieye18JAM	JUDY AND MARY - YouTube	3	10	VN-jPBkfX9Q
http://www.youtube.com/watch?v=IKmMWTgTR6c&feature=watch-vrec	PLT13 ラブリーベイベー - YouTube	3	23	97cc6DwSQCY
http://www.youtube.com/watch?v=pQ0serxNvyY&feature=related	**裸の太陽**☆☆☆☆彡 - YouTube	3	24	ZKuIJCtdu0I
http://www.youtube.com/watch?v=16q2-dY77I0&list=PLD68A841A38335F9D&feature=g-all-a	**サイダー ☆彡★★★ - YouTube	12	28	xKxW_ttzA8Y
http://www.minp-matome.jp/pub/78370D6F-F679-43C9-A95F-C3A305185C40	【オジャパメン】ごっつええ感じ名曲選【シンガー板尾】 | minp!［音楽情報のまとめサイト］	3	7	zSu8NpJ_jtQ
http://www.youtube.com/watch?v=FTneJBdwouk&feature=g-all-lik	**クライマー・クライマー@megaphonic - YouTube	3	23	__playlist_video_id__
http://www.minp-matome.jp/pub/8A8429FB-8165-4007-8A83-CE268AE8448F	【20代ﾎｲﾎｲ】1980年代後半生まれの奴が反応するｱﾆｿﾝ① | minp!［音楽情報のまとめサイト］	3	6	jtQ6LwmIWZ0
http://www.minp-matome.jp/pub/416E0574-0672-47E5-8A55-917562FD0F8E	誰でも歌える家電量販店CMソングまとめ | minp!［音楽情報のまとめサイト］	3	7	P5QwBLmQLrY
http://blog.livedoor.jp/darkm/archives/51460992.html	テクノ・ハウスの良曲教えて : はれぞう	3	31	OEYG5n4NZ1w
http://www.youtube.com/watch?v=eFdS6S4jbAc&feature=g-all-u	爽着數：爽嘆日式串燒　食得多平得多 - YouTube	3	23	xb3K-Sd4cPA
http://www.youtube.com/watch?v=WQ_5dA7MF2M	MUJI XMAS HOME 2012 - YouTube	3	23	IgEOhCsjIVQ
http://www.youtube.com/watch?v=-tPWkCwuENw&feature=g-all-u	美國重辦F1　上坡急劈好刺激 - YouTube	3	21	tba1Zis_i9g
http://www.youtube.com/watch?v=RG63HlyXlkY&feature=g-all	唔交$10稅　踢廢官下台 - YouTube	3	23	-0zUsB7oQSo
http://www.minp-matome.jp/pub/5C0A826C-E0FD-4821-959C-927723C5F8C3	2012 MTV EMAでアイツがやっちゃった！！ | minp!［音楽情報のまとめサイト］	6	3	Eokm1t_GzvY
http://www.youtube.com/watch?v=0njAZJ7M1hQ&feature=g-all	上訴衰左　簡sir牛一監倉過 - YouTube	3	23	iHCNSSmo9fM
http://www.youtube.com/watch?v=YTVn7c14qC4	1/3【討論！】侵略される沖縄と日本の未来[桜H24/11/24] - YouTube	3	23	C8lGIqJV_k8
http://www.youtube.com/watch?v=EPaA3vkcHjQ	3/3【討論！】侵略される沖縄と日本の未来[桜H24/11/24] - YouTube	3	23	M0bPkEn2BBk
http://tehepero.2chblog.jp/archives/20511405.html	誰もが「あ！聞いたことある！」ってなる洋楽教えろ下さい:てへぺろ！	3	55	1OJRRUnY--A
http://studio-vinyl.com/blog/?p=260	クラブミュージックの歴史 | blog	3	61	n9hYX4XCzQ4
http://www.youtube.com/watch?v=y1zg_3s1yGM&feature=g-all-u	高Ling拋足球胸　預告被姦兼掌摑 - YouTube	3	24	Dc-hRWP70dQ
http://matome.naver.jp/odai/2133889532426057701	これさえ押さえておけば大丈夫！新世代ロックバンド代表曲まとめ - NAVER まとめ	20	35	c2y8Ba3WwPY
http://matome.naver.jp/odai/2135356384075983501	【動画付き】オンナだからかっこいい！女性ベーシストのバンド集めました★（日本編） - NAVER まとめ	28	15	xsYZ12UoaJg
http://www.qetic.jp/blog/rrc2010/?p=921	electraglide 2012にみる、ライブにおける映像演出の今 | Rock'n' Roll Circus	4	5	pCQJLG03-4s
http://youtu.be/CHLJNnKiddQ	【Orpheus】唐澤尊師の今日は一日パカソン三昧 - YouTube	2	1	CHLJNnKiddQ
http://karapaia.livedoor.biz/archives/52104050.html	ưʪ	2	7	LU8DDYz68kM
http://www.minp-matome.jp/pub/D1B8B5D4-9E10-4947-BB9D-502EDE92BA77	ニコニコ動画(仮)(β)(γ)時代(2006/12/12-2007/06/18)に流行ってた曲まとめ | minp!［音楽情報のまとめサイト］	3	18	EYV9xTCerjY
http://matome.naver.jp/odai/2135392046013905701	2013年　第63回　NHK紅白歌合戦　出場歌手まとめ - NAVER まとめ	2	50	4g7he7vgsks
http://www.youtube.com/watch?v=JYTNorah4u8&feature=g-all	新報歧視精神病　平機會鬧爆 - YouTube	3	23	4BXiBaRt4fo
http://www.youtube.com/watch?v=BEMohc5LBzM&feature=g-all	Lisa S.有喜　吳彥祖開心到彈起 - YouTube	2	23	XIw4AP4jr38
http://www.youtube.com/watch?v=6HHiX4ZMCCA&feature=plcp	YUKI LIVE &quot;鳴いてる怪獣&quot; 2011 Yokohama - YouTube	3	23	2nZqX-aKH-s
http://www.youtube.com/watch?v=n4bMzztIRe0	〝Don&#39;t Look Back In Anger〟oasis LIVE 和訳付き with Lyrics - YouTube	2	25	R53oe3VbRFo
http://www.youtube.com/watch?v=0EW1tZOMRig&feature=g-high-u	全城撐父母　立法供養好唔好 - YouTube	2	23	0EW1tZOMRig
http://www.youtube.com/watch?v=1A1sUpyJCpQ&feature=disco&playnext=1&list=AL94UKMTqg-9D5QvM7zHMBt93IVFqQcPaV	SUMMER CANDLES　　　ANRI - YouTube	3	109	NmvGwU9cYac
http://www.youtube.com/watch?v=zYoYoBtLqOY	KARA - STEP - YouTube	3	24	AhgBV-i1_jg
http://www.youtube.com/?gl=JP&hl=ja	YouTube	2	34	5dcwmWNJoDQ
http://www.youtube.com/results?search_query=akb48&oq=akb48&gs_l=youtube.3..35i39l2j0l2j0i3j0l5.5519.6551.0.6786.5.5.0.0.0.0.91.393.5.5.0...0.0...1ac.1.ANLM-DMxDjg	akb48 - YouTube	2	23	BGHkL4l4fnI
http://www.youtube.com/watch?v=Q20ztyRgSVU&feature=g-high-u	YUKI LIVE &quot;プレゼント&quot; 2010 東京国際フォーラム - YouTube	10	24	6HHiX4ZMCCA
http://matome.naver.jp/odai/2134197161306558401	【くるり・スーパーカー】邦楽ロックに絶大な影響を与えた’97世代のバンドまとめ【ナンバガ・中村一義】 - NAVER まとめ	3	28	8u6MV66LsDk
http://blog.livedoor.jp/darkm/archives/51463971.html	めちゃくちゃ格好良い音楽発見した！！！！ : はれぞう	2	13	N3NAgrKql6c
http://www.youtube.com/watch?v=Q20ztyRgSVU	YUKI LIVE &quot;プレゼント&quot; 2010 東京国際フォーラム - YouTube	3	22	Z-_XC13eHIU
http://www.youtube.com/watch?v=F1lEYyFILJw	YUKI LIVE &quot;ティンカーベル Tinkerbell&quot; 2011 Yokohama - YouTube	5	24	__video_id__
http://www.tana250.com/?p=9300	動画まとめ：音楽検索アプリの「Shazam」がデータを元に2013年にブレイクするアーティスト10組を予想 | 250円棚	3	10	X98HX5nbsCI
http://matome.naver.jp/odai/2135467327896935101	＜2012＞イントロだけでキター！ってなった邦楽ロック - NAVER まとめ	3	5	PVTxYRuCgyI
http://www.youtube.com/results?search_query=blur&oq=blur&gs_l=youtube-reduced.3..0l4.479730.480678.0.480924.4.4.0.0.0.0.137.375.3j1.4.0...0.0...1ac.1.3zErjfeOfYg	blur - YouTube	3	21	LJzCYSdrHMI
http://www.minp-matome.jp/pub/5A1B3B65-E6AF-4EF5-8AAC-2A264D28BFF0	【新曲追加】AKB48 チームサプライズによる神曲の数々【M12 AKBフェスティバル】 | minp!［音楽情報のまとめサイト］	4	13	sPaCJG1a-7g
http://www.youtube.com/watch?v=uqZRVFMlbzM	YUKI LIVE &quot;ビスケット Biscuit&quot; 2011 Yokohama - YouTube	2	24	nhfqjJNGikI
http://www.drillspin.com/articles/view/526	第47回：いつの間にロック少年は「洋楽」を聴かなくなったのか？ | DrillSpin Column（ドリルスピン・コラム）	2	9	rGKfrgqWcv0
http://www.youtube.com/user/daxjpcrew?feature=watch	SPACE SHOWER Digital Archive X - YouTube	2	18	Jv_UMT67EeQ
http://www.youtube.com/results?search_query=charlie+parker&oq=charlie+parker&gs_l=youtube.3..0l10.505535.505535.0.505742.1.1.0.0.0.0.112.112.0j1.1.0...0.0...1ac.1.OoyXfg8oEus	charlie parker - YouTube	2	20	wkRKQVFNJLk
http://blindloopmaster.seesaa.net/article/174688800.html		2	11	2m8qJbEY6lo
http://matome.naver.jp/odai/2134809359868831601	【これは必聴】スタバで流れる名曲まとめ【ホッとしたいときに】 - NAVER まとめ	3	28	fpJSsb1rr-E
http://d.hatena.ne.jp/kuwacom/20121223/1356285387	おすすめエレクトロ音楽まとめ - 全部まとめてエンターテインメント	3	12	A2GSyQBdeEQ
http://matome.naver.jp/odai/2135285938388816201	聴けば”イマ”がわかる！2012年音楽専門誌で絶賛されたアルバム15選 - NAVER まとめ	3	16	BJBx_sR9Arc
http://matome.naver.jp/odai/2135544964176258201	【邦楽】音楽好きなら絶対にチェックすべきロックバンド2013【動画】 - NAVER まとめ	28	55	3i9aRZ0173k
http://www.youtube.com/watch?v=gCIyVoV_0bk	漂流男女好正面　唔怕玩水 - YouTube	2	23	__playlist_video_id__
http://www.youtube.com/watch?v=JtERwG3-ktk	YUKI LIVE &quot;恋愛模様&quot;　2010 東京国際フォーラム - YouTube	2	24	6rMTgJJOEZc
http://www.youtube.com/results?search_query=salyu&oq=sa&gs_l=youtube.1.0.35i39j0i4l9.2104.2154.0.3602.2.2.0.0.0.0.107.187.1j1.2.0...0.0...1ac.1.gmdcJKEUkNI	salyu - YouTube	2	21	_51BlOXGMh0
http://www.youtube.com/watch?v=9c4F3fUaRFM	JUDY AND MARY** そばかす - YouTube	17	24	39tFEa9RWPQ
http://totalmatomedia.blog.fc2.com/blog-entry-265.html	【夜の】ジャズ聴こうぜ、ジャズ【音楽スレ】 : まとめでぃあ	2	80	BA9BK71KoIc
http://blog.onimaga.com/?eid=941650	2012ǯ	2	95	Bbf6AOEOZMU
http://matome.naver.jp/m/odai/2135689046052339001	寒い冬に聴きたい“JPOPの名曲”10選 - NAVER まとめ	3	10	rsXKvKSfbhA
http://www.youtube.com/watch?v=whdQSeyptMU	I Call Fives &quot;Late Nights&quot; Official Music Video - YouTube	2	24	6DlYETRuZuQ
http://www.youtube.com/watch?v=o3hXicM_wU4	ハゲ飽きた。 - YouTube	2	23	sakiyKXyCZY
http://www.youtube.com/watch?v=jJk15CEOyds	【GUMI（40㍍）】 キリトリセン 【オリジナルPV】 - YouTube	2	26	WIb_NsSZP2w
http://www.youtube.com/watch?v=V0xRlZeF_5A	[グルメ] ローソンおにぎり屋 卓袱豚角煮 卓袱とか胸熱 - YouTube	2	23	NEDlMA-HDao
http://www.youtube.com/watch?v=JRT67X35GbM&list=FLYntcm4QOdG3n2bzNe5ltqw	Hiromi in Jazz en San Javier - YouTube	2	104	55XfGNP_gew
http://www.youtube.com/watch?v=yjJ50Kl88jU	Mondo Grosso - Everything Needs Love (Feat. BoA) - YouTube	8	25	W3yrr-pNwU0
