url	title	view_count	video_count	thumbnail_video_id
http://www.youtube.com/watch?feature=player_embedded&v=aY2bWyiaei4	Led Zeppelin vs The Beatles - Whole Lotta Helter Skelter (Soundhog) - YouTube	2	23	EPuyLJl83fM
http://www.youtube.com/watch?v=CUPfdw7yexQ	ショージキ将棋 渡辺麻友 vs 小嶋陽菜 - YouTube	2	15	l8N2EmR07K4
http://www.youtube.com/watch?v=qJ1_QhtpqII	Perfume JCD シンガポールライブ映像 2012.12.02 - YouTube	2	23	eVazkrnwmH4
http://www.youtube.com/watch?v=UKxHt3ofiLI	2012 Paddle Session @ Jaws Peah&#39;i Maui - YouTube	2	23	kJHKNXT_Ma8
http://nitosokusinn.blog.fc2.com/blog-entry-3248.html	東大首席の勉強方法ｗｗｗｗｗｗｗｗｗｗｗｗｗ　（画像あり）｜気になるニュース	2	3	lL1sda8EobY
http://www.youtube.com/?q=&tab=w1&gl=JP	YouTube	2	34	N5g0R9L2CYs
http://www.youtube.com/watch?v=9Y6H-YjsE9Q	きゃりーぱみゅぱみゅ - ふりそでーしょん,Kyary Pamyu Pamyu Furisodation - YouTube	21	27	J43LqwrgKSc
http://www.youtube.com/watch?v=KQ_grfKZGtY	Kraftwerk - Minimum-Maximum - Part 2 of 2 - Live - Full - YouTube	2	26	RSklFgKlGEk
http://www.youtube.com/watch?v=T10oS02RsGA&list=PLx44VfdKkI1UMWYw5w_xN704ZGB94Upvy	back number - 青い春 - YouTube	3	33	1fzkkmcBkCQ
http://matome.naver.jp/odai/2135791640863958801	靴ひもが超高速で結べる『愛ちゃん結び』がスゴイと話題 - NAVER まとめ	2	1	pVNK1XEXWuE
http://www.youtube.com/watch?v=kk4BjYIQH74	[Special] X JAPAN [OP~JADE] をコピーしてみました。 - YouTube	2	30	__playlist_video_id__
http://www.youtube.com/watch?v=qyC-sUqgn4w	aiko   ずっとボーイフレンド　日テレ系音楽の祭典! 2011   YouTube - YouTube	2	23	o3wEQElMlE4
http://www.youtube.com/watch?v=hPi8oJOp4Ws	「僕、アルバイトォォ！！」→強盗撃退 - YouTube	2	25	tr0SmzPhydQ
http://www.youtube.com/watch?v=hvdTXAH3M84	世界一運の悪い男が挑むスーパーアクション Die easy｜A Good Day to Die Hard - YouTube	2	25	Bt2vur65888
http://www.youtube.com/watch?v=mUAGmr-qGo0&list=PLx44VfdKkI1UPg-rsifT67-pIc3DhSUxr&feature=mh_lolz	美吉田月　初恋 - YouTube	2	32	sM6MIC29zg8
http://www.youtube.com/watch?v=KsgDeli9Z3M	indigo la End 「渚にて幻」 MV - YouTube	2	24	KsgDeli9Z3M
http://www.youtube.com/watch?v=zW7yqfPuuuE	【作業用BGM】夜のドライブに合いそうな曲をつないでみた【DJ mix】 - YouTube	2	25	__playlist_video_id__
http://www.youtube.com/watch?v=hNdHrkkGF_s	DJ PMX／My Beauty Queen feat. JOYSTICKK, KOWICHI, ZANG HAOZI, JAY&#39;ED (Full Music Video) - YouTube	3	24	GZKFG7NvvOc
http://www.youtube.com/watch?v=pblY-sgf_GU	FRF09  筋肉少女帯 - YouTube	2	24	Wqz8qXu25Lw
http://www.youtube.com/watch?v=YF4MMDx9oGE&list=AL94UKMTqg-9DsAR9mN73lfFhvJ7advt_W	Cal Tjader-Black Orchid - YouTube	2	115	0SNb07ojMUU
http://jannis-madcat.tumblr.com/	rkgk	2	2	7CQLlsw4xUU
http://www.youtube.com/watch?v=lwcJboFXTig	チョッパー☆チョッパー　パフォーマンス　2012年11月18日 - YouTube	2	24	__playlist_video_id__
http://www.youtube.com/watch?v=80y5evoZ3vs&feature=fvwrel	Ramones - Blitzkrieg Bop (live) - YouTube	2	24	uD4xbgYja7s
http://www.youtube.com/watch?v=KH4b1A0Tuo4	チャットモンチー　染まるよ live - YouTube	4	24	IY8wRFYQW9c
http://www.youtube.com/watch?v=svFfVQkt-84	GO!GO!7188  「深夜高速」 - YouTube	4	23	r_gRwFD4Kwk
http://www.youtube.com/watch?v=OWoQpzdB5gs	Sound Engineer&#39;s Hard Work (Тяжелая работа звукорежиссёра) - YouTube	2	23	0S9EN2xIhcw
http://www.youtube.com/watch?feature=player_embedded&v=pzGVgcBJgZo	Jamiroquai - Virtual Insanity(HD)-(with lyrics) - YouTube	3	24	06geHRcLOT8
http://www.youtube.com/watch?v=2iPPYP01PzM	【伝説】W杯とは無縁 規格外ストライカー 久保竜彦ゴール集 - YouTube	2	24	YrzFYxqdvIo
http://www.youtube.com/watch?v=9HPiBJBCOq8	PSY - GANGNAM STYLE (강남스타일) M/V Making Film - YouTube	2	23	__video_id__
http://www.youtube.com/watch?v=4BWnvtfZ2gU	&quot;Are you there&quot; by Mono - YouTube	2	25	p7psNAfq5E4
http://masterpeace21.com/9958	【XFactor2012】神の歌声を持つスーパーマーケット店員のジャーメイン・ダグラスが凄い！|MasterPeace21	3	14	BOW1K0fCPNI
http://www.youtube.com/watch?v=FS329CSR6Wg	2013あけましておめでとうございます*着物コスチューム - YouTube	2	23	xBkGaMA9jTo
http://www.youtube.com/watch?v=D2iwAAaEZvE	LITURGY // RETURNER - YouTube	2	24	rUJoPoNYQQI
http://www.youtube.com/watch?v=fmXLzY8kbYA	Red Hot Chili Peppers - Snow (Hey Oh) [Official Music Video] - YouTube	2	29	YpYhGdrknlA
http://www.youtube.com/watch?v=Sds5SpNd1Mw	Treasure - Bruno Mars (Lyric Video) - YouTube	3	24	__video_id__
http://www.youtube.com/watch?v=uYHc_ko1I_w	TAO Lounge 05 - YouTube	2	24	0DoJ4I0NJR0
http://www.youtube.com/watch?feature=player_embedded&v=XUr1OUZ9gFM	第１７回ラクロス選手権大会 - YouTube	2	23	jGXWWZVKUUg
http://www.youtube.com/watch?v=9qxpQ-dNJGA	莽夫懺悔：老婆，你回來吧！ - YouTube	2	23	ZOKIboJBpyM
http://www.youtube.com/results?search_query=%E3%82%AB%E3%82%B3%E3%82%A4%E3%83%9F%E3%82%AF&oq=%E3%81%8B%E3%81%93%E3%81%84%E3%81%BF%E3%81%8F&gs_l=youtube.1.0.0i4l2.1989.3036.0.4508.9.9.0.0.0.0.116.665.8j1.9.0...0.0...1ac.1j4.wXqLsYnjN9c	カコイミク - YouTube	2	17	0fxzrB00ZHI
http://www.youtube.com/watch?v=fuQHktDtupc	火燒連環船　漁民話可疑 - YouTube	2	23	oovKmU3F9Qk
http://www.youtube.com/watch?v=F0UF_2de5Ko&feature=list_other&playnext=1&list=AL94UKMTqg-9CU5WUbX1pl5gZFtPOGZ0vB	水樹奈々　Dancing in the velvet moon - YouTube	2	123	eiW82gp-RM0
http://tsumanne.net/si/data/2013/01/28/1245783/	http://www.youtube. - 	3	69	nFO2uHnpvhM
http://www.youtube.com/watch?v=I6PHgtdxFrY&list=PL871206F0A11A90A2	BOB  ACRI - Sleep Away - YouTube	3	31	Z5N3vjaY2ws
http://www.youtube.com/watch?v=PcWQuSLmi7s	ACIDMAN - 新世界 - YouTube	2	28	hB2SBKavBHE
http://www.youtube.com/watch?v=qDDYO8zYA8U	Teddy Wilson Trio plays Lullaby of Birdland - YouTube	2	24	NAz9W2Cpc1A
http://www.youtube.com/watch?v=I6PHgtdxFrY&feature=g-list&list=PL871206F0A11A90A2	BOB  ACRI - Sleep Away - YouTube	2	31	LAED5hBqrGM
http://gigazine.net/news/20130201-sac-youtube-free/	無料で「攻殻機動隊STAND ALONE COMPLEX」全26話配信中、YouTubeにて2月20日までの期間限定 - GIGAZINE	3	26	5g83goRr1_4
http://amass.jp/17246	マイ・ブラッディ・ヴァレンタイン　22年ぶりの新作『m b v』をリリース、全曲フル試聴可 - amass	32	9	6oXJus1ajIU
http://www.youtube.com/watch?v=p4sS0ZCPqwQ	&quot;Dancing In The Abyss&quot; - Steve Vai New DVD Clip - YouTube	3	25	MZV-cqYpMXw
http://blog.livedoor.jp/darkm/archives/51472690.html	シューゲイザーでおすすめの曲教えてください！ : はれぞう	2	33	hWjxBM5Q1Ug
http://www.youtube.com/watch?v=I6PHgtdxFrY	BOB  ACRI - Sleep Away - YouTube	5	25	yHfaSYcRTuc
http://matome.naver.jp/odai/2135429536158114501	知らなきゃマズい！2012年に大ブレイクした邦楽ロックバンドまとめ - NAVER まとめ	2	6	cYC8n3DeF10
http://blog.livedoor.jp/darkm/archives/51437310.html	ベースかっけええええＥＥＥＥＥＥＥｗｗｗｗｗｗｗってなる曲教えろ : はれぞう	3	83	_P7x7e19j-8
http://blog.livedoor.jp/darkm/archives/51472693.html	おれが勝手にお勧めの邦楽インディーズバンドを紹介していくスレ : はれぞう	14	32	DbBEATI2qLA
http://blog.livedoor.jp/darkm/archives/51473062.html	ファンクに詳しい奴ちょっと来て : はれぞう	5	48	0V_NvHLmBHU
http://www.youtube.com/watch?v=Yuwjp2aCa3o	ACCIDENT -TM NETWORK - YouTube	2	25	eBO-siSKvAQ
http://matome.naver.jp/odai/2134046234803359801	【２０１２】ブレイクしそうな邦楽ロックの新人バンドをジャンル別にまとめてみた - NAVER まとめ	2	31	N5Ja0AHjnS0
http://bipblog.com/archives/4321196.html	【動画】洋楽聴きたいんだけど、どのアーティスト聴けばいいかわからない BIPブログ	15	68	an6A-Wu6-B4
http://blog.livedoor.jp/darkm/archives/51472120.html	Jazz聴こうぜ！Jazz！ : はれぞう	3	25	k-rIpTpozk0
http://blog.livedoor.jp/kinisoku/archives/3281428.html	夜に聴きたくなる静かで心地よい音楽教えてください：キニ速	3	55	yLCpDRkO3z4
http://matome.naver.jp/odai/2133698224569004901	彼女が家に来たらコレ流しておけばOKなJazzy-HipHop集 - NAVER まとめ	2	10	3HjWe7-mXdI
http://himasoku.com/archives/51764342.html		2	51	2_HXUhShhmY
http://blog.livedoor.jp/darkm/archives/51473521.html	JAZZの名曲あげてけ！ : はれぞう	2	53	QvpO9Q20NRk
http://yo-gaku.eplus2.jp/article/321952926.html		2	6	rGKfrgqWcv0
http://vippers.jp/archives/6921003.html	面白いドッキリ動画貼ってくｗｗｗｗｗｗｗｗｗｗ｜VIPPER速報	2	17	a1cR1WetU8Y
http://blog.livedoor.jp/kinisoku/archives/3693742.html	YouTubeとかのおもしろい動画貼ってけwwwww：キニ速	2	19	RO0lUa8LENk
http://matome.hatena.ne.jp/mt/597	無料で見られるももいろクローバーZ　PV（公式） - はてなまとめ（仮）	17	11	7M9xCmCzRgc
http://blog.livedoor.jp/darkm/archives/51474325.html	ディープなクラブミュージック好きな人ちょっときて : はれぞう	2	27	EJjcPaDYooA
http://blog.livedoor.jp/dqnplus/		1	1	vTeUJm2YHkE
http://www.youtube.com/user/cotorich/videos	cotorichのビデオ日記 - YouTube	3	30	UqxY9cURbks
http://www.youtube.com/watch?v=MzZYO5swjDI	Bob Acri - Timeless [Full Album] - YouTube	1	23	LDcS4zN92rA
http://may.2chan.net/b/res/176513972.htm	Aphex twin	1	4	ExU3edeel8M
http://blog.livedoor.jp/darkm/archives/51476253.html	アホでお洒落な音楽が好きな奴は集まれ : はれぞう	2	42	wycjnCCgUes
http://fm7.hatenablog.com/entry/2012/11/16/181343	ポスト相対性理論時代のガールズバンドをまとめてみたり - アレ待チろまん	5	12	koQyiIuqkgs
http://brow2ing.doorblog.jp/archives/1753372.html	R&Bを聞いたことすらない俺にオススメのR&B曲を教えるスレ - ブラブラブラウジング	2	31	dJ8VjyPw0qY
http://blog.livedoor.jp/darkm/archives/51476909.html	暇だから面白いyoutubeの動画はってけや : はれぞう	1	22	OL-Kxl8Juyk
http://www.youtube.com/watch?v=fWNaR-rxAic	Carly Rae Jepsen - Call Me Maybe - YouTube	1	29	bjgFH01k0gU
http://alfalfalfa.com/archives/6360920.html	夜に聴きたいオシャレな曲くれ	3	88	BDzlz3I_XJI
http://matome.naver.jp/odai/2136272863186686101	夜に聴きたい音楽まとめ【アンビエント、ポストロック中心】 - NAVER まとめ	2	14	10Lan4tLZQA
http://mix2ch.blog.fc2.com/blog-entry-6919.html	「閲覧注意！！」　3.11忘れないための動画まとめ  - ミックスニュース速報	1	14	0rfbzWAHQms
http://blog.livedoor.jp/darkm/archives/51477933.html	ファンクの名盤教えてくれ！！ : はれぞう	1	21	H1vDEJ7R3Rc
http://blog.livedoor.jp/darkm/archives/51478799.html	最近のクラブミュージックが良すぎるから貼ってく : はれぞう	14	29	6HzyUHxmkg0
http://blog.livedoor.jp/darkm/archives/51478168.html	レゲエDJやってるけど質問ある？ : はれぞう	1	57	Sb_jcJMikuw
http://img.2chan.net/b/res/186815037.htm		1	17	Lci8Ep5GB0o
http://img.2chan.net/b/res/186844755.htm		1	17	fxeOaKiVIQA
http://itaishinja.com/archives/3728103.html	最近のクラブミュージックが良すぎるから貼ってく - いたしん！	2	29	f82qaGH8hjI
http://matome.naver.jp/odai/2136362275357435701	イントロからハイになれる！高速ジャズサンバ傑作集 - NAVER まとめ	1	12	75a5-7hFbu8
http://brow2ing.doorblog.jp/archives/1739645.html	誰もが「あ！聞いたことある！」ってなる洋楽教えろ下さい - ブラブラブラウジング	5	56	zq-mnUsoiVQ
http://www.youtube.com/watch?v=1uaCHFe4YKE	STEINS;GATE True End(Another Heaven)【HD】 - YouTube	1	24	7qoxnkneIpA
http://www.youtube.com/watch?v=zuWcNG0aFYc	Rewrite Visual Novel ~ Episode 20 ~ Class Rep. TSUNDERE! (Heart)~ (W/ HiddenKiller79) - YouTube	1	10	EDYrdYfKxU0
http://www.youtube.com/watch?v=Ne-4_Bz0wAg	Key新作『Rewrite』製品版オープニングムービー - YouTube	1	24	qxBTtkg-Pi0
http://www.youtube.com/watch?v=75N8x2bBm_M	橋本潮 - ロマンティックあげるよ - DB - YouTube	1	24	FomBn4m3KU0
http://www.youtube.com/user/yapcasia	YAPC::Asia Tokyo (2010-2012) - YouTube	3	36	iCXSLCajx7s
http://www.youtube.com/watch?v=ZYUTSdwS8Nw	【パズドラ】 ゼウス降臨！ 全能神 弱小パーティで挑戦 ダークゴーレム - YouTube	1	23	VGTrxKsu2mI
http://blog.livedoor.jp/chihhylove/archives/7265606.html	【動画】ももクロのライブが凄すぎる : あじゃじゃしたー	5	81	TxH0yOn1Jz8
http://www.youtube.com/watch?v=PoWoWiqI3aM	Perfume だいじょばない(Daijo banai) - YouTube	1	25	E8_nFTsgCU4
http://www.youtube.com/watch?v=fvDuwSca1Tc	Char meets SPECIAL LIVETALKING GUITARS - YouTube	2	25	etVapo1tVp8
http://www.youtube.com/watch?v=s-zRAQmKUkI	Trouble Maker &#39;Trouble Maker&#39; M/V - YouTube	1	23	GvTaLTTanJc
http://www.youtube.com/watch?feature=player_detailpage&v=s-zRAQmKUkI	Trouble Maker &#39;Trouble Maker&#39; M/V - YouTube	1	23	s-zRAQmKUkI
http://www.youtube.com/embed/s-zRAQmKUkI?feature=player_detailpage	Trouble Maker &#39;Trouble Maker&#39; M/V - YouTube	4	1	s-zRAQmKUkI
http://img.2chan.net/b/res/189207791.htm		1	37	XrIBJXXTc2Q
http://img.2chan.net/b/res/189461232.htm		1	3	tsJVF3Lfrjo
http://blog.livedoor.jp/darkm/archives/51482492.html	誰もが一度は聴いた事のある有名な洋楽貼ってけ : はれぞう	1	59	JB6WZu8IAZg
http://www.ticket-live.asia/	チケットオークション比較！チケオク Live	1	9	xtOrkFa9Mv8
http://www.youtube.com/watch?v=1rxYw7Y45Eo	上原ひろみ ザ・トリオ・プロジェクト - 「MOVE」ライヴ・クリップ - YouTube	1	25	-k5TVDmkh34
http://blog.livedoor.jp/darkm/archives/51452661.html	ロックとテクノ・エレクトロ混ざった音楽教えて : はれぞう	5	66	12zPU-8bsTE
http://blog.livedoor.jp/darkm/archives/51480986.html	ベースがカッコイイ曲貼ってけ : はれぞう	1	46	TzXepFaV1pU
http://blog.livedoor.jp/darkm/archives/51483272.html	とにかく暗くて重くて狂ってる曲教えてくれ！！！！ : はれぞう	1	63	vT89j5LRAEk
http://m.youtube.com/watch?v=Wws7mnMewPw&feature=plpp	Slipknot - Psychosocial (Official Video) - YouTube	2	1	Wws7mnMewPw
http://blog.livedoor.jp/darkm/archives/51483908.html	テクノとかの電子音楽のオススメ教えろください : はれぞう	2	51	4iojJnaV1HY
http://blog.livedoor.jp/darkm/archives/51481301.html	こういうカッコいい曲教えてくれ : はれぞう	2	44	W4h8m74pyC8
http://blog.livedoor.jp/darkm/archives/51484667.html	音楽聴きながらダラダラ酒を飲むスレ : はれぞう	1	31	Kgee0RemF18
http://blog.livedoor.jp/darkm/archives/51479472.html	女性ボーカルでオススメ曲教えろ : はれぞう	1	52	LtMuMR7WRtg
http://alfalfalfa.com/archives/6507270.html	これ聴くと震えるっていうアニメ主題歌	2	19	aBPSMkojdmU
http://www.youtube.com/watch?v=1rxYw7Y45Eo&list=TLFw_kfBHkiyc	上原ひろみ ザ・トリオ・プロジェクト - 「MOVE」ライヴ・クリップ - YouTube	1	23	dh6CvYlhsmE
http://www.youtube.com/watch?v=qa7QL1uOGbU&list=FLNV0a0wNZZaK2cL6ebdeVIw&index=8	【ニャル子さん】　太陽曰く燃えよカオス　アニメ版PV　【HD版】 - YouTube	2	107	jlIUDq8lGCE
http://matome.naver.jp/odai/2133445756464743501	youtubeに転がってる作業用BGMにオススメのremixまとめ - NAVER まとめ	3	15	X_3WmlHPqVo
http://matome.naver.jp/odai/2136327136294683301	これがアニソン！？おしゃれ＆かっこいいアニメで使用されている音楽まとめ - NAVER まとめ	2	16	AHYd9K_K41c
http://burusoku-vip.com/archives/1681852.html		1	38	fR48rbVrcJk
http://blog.livedoor.jp/darkm/archives/51488760.html	なんとなく夜に聴きたい曲貼っていこうぜ : はれぞう	1	28	Rk70wuIYBBE
http://bipblog.com/archives/4473298.html	【音量注意】おすすめ電波ソングおしえてけろ BIPブログ	2	40	NDd9KzX_wUQ
http://blog.livedoor.jp/darkm/archives/51489298.html	深夜だし泣ける曲貼ってけ : はれぞう	1	31	6s3fs-F0wkU
http://www.youtube.com/watch?v=PvUFOimsQf8	Adam Lambert - Trespassing (Official Lyric Video) - YouTube	1	29	u3dkVk3F57c
http://tsumanne.net/si/data/2013/05/29/1377162/		1	40	hMq-9uIipaY
http://www.youtube.com/watch?v=etw1i7rZAiQ	lynch. - liberation chord - YouTube	2	24	SdG51a--4AU
http://lifehack2ch.livedoor.biz/archives/51435116.html		1	11	WGgXD9iDM1U
http://blog.livedoor.jp/darkm/archives/51490521.html	ストレートにカッコいいオーケストラの曲の話をしよう : はれぞう	1	29	hQlNi6q0bzA
http://blog.livedoor.jp/darkm/archives/51491158.html	ボカロの良曲貼ってく : はれぞう	1	70	2AgyPUjeI7s
http://blog.livedoor.jp/darkm/archives/51490765.html	ベースがかっこいい曲教えてくれ : はれぞう	1	62	Og1T491SiJU
http://blog.livedoor.jp/darkm/archives/51491145.html	【夜の】ジャズ聴こうぜ、ジャズ【音楽スレ】 : はれぞう	2	52	Y2ArD2WJZH0
http://blog.livedoor.jp/darkm/archives/51491933.html	変態音楽でも聴くか : はれぞう	1	31	LGESlJd1jMs
http://may.2chan.net/b/res/197865810.htm		1	6	f_YtUI2zRGw
http://blog.livedoor.jp/kinisoku/archives/3801840.html	【動画あり】中島みゆきかっけえｗｗｗ：キニ速	1	22	SGcb83xkLR8
http://blog.livedoor.jp/darkm/archives/51492339.html	チップチューンの曲を淡々とあげていく : はれぞう	1	91	H2_6RfoiYu4
http://bipblog.com/	BIPブログ - 2chスレまとめ	1	2	dGkn91ywbsU
http://bipblog.com/archives/4495573.html	【動画】ちょっと変わったクラシック音楽の動画を貼っていくよ BIPブログ	1	35	r2zi9ZsDpHE
http://bipblog.com/archives/4498551.html	【動画】2003〜2012年で好きなアニソンを年5曲ずつ挙げていく BIPブログ	1	54	htBbZ2hV8_8
http://netaatoz.jp/archives/7920637.html	お前らにめっちゃ格好良い曲教える｜ねたAtoZ	1	26	yDfL9Bijhk8
http://may.2chan.net/b/res/200792127.htm		1	4	HJykE0KhoRU
http://www.youtube.com/user/yapcasia/feed	YAPC::Asia Tokyo (2010-2012) - YouTube	1	50	wxUxFdFxd0Y
http://blog.livedoor.jp/darkm/archives/51495257.html	ダブステ（非ブロステ）でカッコイイ曲が聴きたい！ : はれぞう	1	26	FDYIdBZUl2Y
http://parupunte.net/logbox/detail.html?no=199194773	音楽聞きたいからあんま有名じゃな - 虹裏のログを数日分だけ閲覧できるサイト	1	42	xzGEiER7mkc
http://bipblog.com/archives/4438148.html	【動画】個人的に好きなクラブミュージック貼ってくよ BIPブログ	1	24	ASO_zypdnsQ
http://bipblog.com/archives/4361107.html	【動画】ゲームでかっこいい通常戦闘曲挙げてけ BIPブログ	1	24	tgxFLMM9TLw
http://blog.livedoor.jp/darkm/archives/51497147.html	電波曲教えてくれ : はれぞう	1	33	qS-s38V7lAI
http://blog.livedoor.jp/darkm/archives/51491122.html	ピコピコ音楽スレ : はれぞう	1	30	P7pPjdAGM3k
http://blog.livedoor.jp/nwknews/archives/4493727.html	初めて聞いて一発で「これ名曲やんけ！」って思った曲:哲学ニュースnwk	2	3	5S80RwjBuuI
http://himasoku.com/archives/51789929.html		1	25	y9R1QOqmxKM
http://tsumanne.net/si/data/2013/07/11/1445993/		1	58	dVYPw9OXauA
http://blog.livedoor.jp/darkm/archives/51498803.html	【テクノ】オススメの曲挙げてく【トランス】 : はれぞう	1	45	ufvKUWBfEo0
http://blog.livedoor.jp/darkm/archives/51496931.html	酒でも飲みながらダラダラと音楽でも聞こうぜｗｗｗ : はれぞう	1	89	6WrK8m82z-Q
http://blog.livedoor.jp/darkm/archives/51499759.html	センスの良い音楽教えてくれ : はれぞう	1	52	THMfbeZ8Fdc
http://alfalfalfa.com/archives/6670954.html	この曲だけは聞いとけって名曲を貼ってって…(T_T)	2	102	TfCg8F4Ux58
http://blog.livedoor.jp/drazuli/archives/6675572.html	「外国人が最高だと思う映画のサントラを紹介していくスレ」海外のまとめ｜暇は無味無臭の劇薬	1	25	LadRcupWDuI
http://burusoku-vip.com/archives/1690090.html		1	51	Soa3gO7tL-c
http://blog.livedoor.jp/news23vip/archives/4502230.html	VIPPERな俺 : 【動画】合唱コンクール曲で最もすばらしいのは	1	10	2HanstQElLg
http://matome.naver.jp/odai/2134845531403528501	いつでもノリノリになれる! おすすめソング集 【洋楽】 - NAVER まとめ	1	16	QwY5_IqsDyI
http://matome.naver.jp/odai/2136031814607723901	2013年の洋楽おすすめ！毎週更新 - NAVER まとめ	1	75	BofL1AaiTjo
http://blog.livedoor.jp/darkm/archives/51500302.html	暇だから寝そうなボカロ曲貼ってくわ : はれぞう	1	61	PqJNc9KVIZE
http://alfalfalfa.com/archives/6688152.html	ゲーム音楽好きな奴集合ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ	2	119	dAO_0_EFpzs
http://img.2chan.net/b/res/203095117.htm		1	22	o8eK8z54lKw
http://blog.livedoor.jp/darkm/archives/51502128.html	音楽の全ジャンルを制覇するスレ : はれぞう	1	126	gY4G_G2pyRo
http://hima-log.com/archives/30966400.html	夏の哀愁を感じる曲を教えてほしい : ひまログ2ch	2	25	Pofd9pkTG28
http://www.youtube.com/user/yapcasia/videos?sort=dd&view=0&live_view=500&flow=grid	YAPC::Asia Tokyo (2010-2012) - YouTube	1	30	AT8qTjdhacQ
http://togetter.com/li/391976	YAPC::Asia Tokyo 2012 トーク動画 #yapcasia - Togetter	1	23	6TM0I5z4CO4
http://dat.2chan.net/b/res/68825028.htm		1	10	ZwB47dU98wY
http://tsumanne.net/si/data/2013/08/08/1499054/		1	54	hWLl-m3o_IQ
http://blog.livedoor.jp/darkm/archives/51493032.html	お前らにめっちゃ格好良い曲教える : はれぞう	1	27	_P2Yz4Ek_hw
http://img.2chan.net/b/res/204680106.htm		1	2	DkEG5KrldSo
http://vippers.jp/archives/7266190.html	引き込まれるような幻想的な曲教えてくれ - VIPPER速報 | 2ちゃんねるまとめブログ	1	49	Yl0LTAg9uwg
http://blog.livedoor.jp/darkm/archives/51505533.html	電子音楽のおすすめ貼ってけ : はれぞう	2	122	SaesIA6_m-U
http://matome.naver.jp/odai/2133977117545834201	【おすすめ】クラブで絶対に流れる、超定番クラブミュージックまとめ【40選】 - NAVER まとめ	1	41	YkyhvCdJ_vM
http://ticketcamp.net/live-blog/postrock/?fb_source=ticker&fb_action_ids=563308067069192&fb_action_types=og.likes	【音源あり】これだけは聴いて欲しいポストロック超名盤まとめ | Live情報 ライブフリーク	1	8	4L_DQKCDgeM
http://blog.livedoor.jp/darkm/archives/51509465.html	淡々とレトロフューチャーな電子音楽を貼ってEQ : はれぞう	1	100	z0KTJo6QguE
http://blog.livedoor.jp/darkm/archives/51506058.html	テクノ？電子音？的な曲おしえてへぺろぺろ : はれぞう	1	73	V7U3i0BmoBE
http://blog.livedoor.jp/darkm/archives/51506532.html	綺麗な音楽おしえろ : はれぞう	1	50	Mia9woisQZo
http://blog.livedoor.jp/darkm/archives/51506232.html	カッコいい電子系っぽい音楽を教えてくれ : はれぞう	1	42	q1NoKPKUk74
http://matome.naver.jp/odai/2135089314157477601	【世界のDJ】 Calvin Harris -カルヴィン・ハリス- 【Electro House】 - NAVER まとめ	3	6	C6FlKaujDiI
http://matome.naver.jp/odai/2133742633107756101	【必聴】 テンションの上がるDubstepまとめ 【クラブミュージック】 - NAVER まとめ	3	16	dtK2IXPvbZs
http://himasoku.com/archives/51800234.html		1	43	ogQdInVoZj4
http://alfalfalfa.com/archives/6773332.html	【動画】淡々と幻想的な女性ボーカル曲を貼って逝く	1	24	moqCnw8cTtQ
